bill,year,date_intro,title,act,sector
H.542,2012,1/13/12,An act relating to creating an expert panel on the creation of a state bank,,
H.529,2012,1/13/12,An act relating to establishing a water resources preservation program,,
H.549,2012,1/13/12,An act relating to establishing state funding eligibility for nonprofit corporations,,
H.546,2012,1/13/12,An act relating to guidelines and technical assistance for emergency stream alteration activities,,
H.533,2012,1/13/12,An act relating to insurance business transfers,,
H.548,2012,1/13/12,An act relating to passing and yielding to vulnerable users,,
H.531,2012,1/13/12,An act relating to prescribing a controlled substance,,
H.540,2012,1/13/12,An act relating to raising temporarily the gasoline tax to provide funds for storm-related repairs,,
H.538,2012,1/13/12,An act relating to service of alcoholic beverages in clubs,,
H.530,2012,1/13/12,An act relating to the authority of a jury,,
H.539,2012,1/13/12,An act relating to the financing plan for Green Mountain Care and the health benefit exchange,,
H.541,2012,1/13/12,An act relating to the genuine progress indicator,,
H.547,2012,1/13/12,An act relating to the participation in the state's group health insurance program by a state employee eligible for Medicare,,
H.534,2012,1/13/12,An act relating to the reporting requirements of health insurers,,
H.544,2012,1/13/12,An act relating to the use of colored lights by enforcement and emergency vehicles,,
H.545,2012,1/13/12,An act relating to the use of formaldehyde in the cleaning of domestic animals' hooves,,
H.537,2012,1/13/12,An act relating to Vermont wine,,
H.559,2012,1/17/12,An act relating to health care reform implementation,171,Health Care
H.556,2012,1/17/12,An act relating to creating a private activity bond advisory committee,110,?
H.550,2012,1/17/12,An act relating to the Vermont administrative procedure act,89,Government & Public Affairs
H.558,2012,1/17/12,An act relating to fiscal year 2012 budget adjustment,75,Government & Public Affairs
H.553,2012,1/17/12,An act relating to amending perpetual conservation easements,,
H.557,2012,1/17/12,An act relating to expunging a criminal conviction record of a victim of human trafficking,,
H.552,2012,1/17/12,An act relating to payment of workers' compensation benefits by electronic payroll card,,
H.551,2012,1/17/12,An act relating to protecting propane consumers,,
H.554,2012,1/17/12,An act relating to providing money for Vermonters whose homes were lost in or damaged by Tropical Storm Irene,,
H.555,2012,1/17/12,An act relating to the definition of line of duty in the workers' compensation statutes,,
H.565,2012,1/19/12,An act relating to regulating licensed lenders and mortgage loan originators,85,Real Estate
H.573,2012,1/19/12,An act relating to health care practitioner signature authority,,
H.568,2012,1/19/12,An act relating to medical marijuana,,
H.562,2012,1/19/12,An act relating to motor vehicle noise,,
H.575,2012,1/19/12,An act relating to owner-financed real estate sales,,
H.572,2012,1/19/12,An act relating to postdivorce or dissolution health insurance coverage and privacy protections,,
H.569,2012,1/19/12,An act relating to reciprocal recognition of driver examinations,,
H.563,2012,1/19/12,An act relating to regulation of flood hazard areas,,
H.564,2012,1/19/12,An act relating to removing abandoned mobile homes,,
H.566,2012,1/19/12,An act relating to residential housing registration,,
H.561,2012,1/19/12,An act relating to the definition of domicile in Vermont's tax laws,,
H.567,2012,1/19/12,"An act relating to the pro bono licensure of dentists, dental hygienists, and physicians who are licensed in New Hampshire",,
H.560,2012,1/19/12,An act relating to the training and certification of a person conducting stream alteration,,
H.571,2012,1/19/12,An act relating to Vermont's prescribed product manufacturer gift ban and disclosure requirements,,
H.570,2012,1/19/12,An act relating to wage withholding orders for overdue rent,,
H.574,2012,1/19/12,An act relating to wearing blaze orange while hunting deer,,
H.577,2012,1/20/12,An act relating to public water systems,117,Environment
H.579,2012,1/20/12,An act relating to a snowmobile decal exemption,,
H.578,2012,1/20/12,An act relating to naturopathic physicians,,
H.576,2012,1/20/12,An act relating to termination of a tenancy for nonpayment of rent,,
H.580,2012,1/20/12,An act relating to the safe storage of a firearm,,
H.590,2012,1/24/12,An act relating to barring the prohibition of firearms on certain private or public property,,
H.586,2012,1/24/12,An act relating to certificates of public good issued by the public service board,,
H.583,2012,1/24/12,An act relating to creating a timber harvest tax,,
H.585,2012,1/24/12,An act relating to distributing fine proceeds to municipalities arising from enforcement of certain motor vehicle laws,,
H.589,2012,1/24/12,An act relating to exempting a mobile home from the property transfer tax if it was purchased to replace a mobile home damaged or destroyed by Tropical Storm Irene or another federal disaster in Vermont in 2011,,
H.584,2012,1/24/12,An act relating to green burials,,
H.587,2012,1/24/12,An act relating to prohibiting a collector of delinquent taxes from serving as a town clerk or town treasurer,,
H.588,2012,1/24/12,An act relating to prorating the cost of property tax appeals,,
H.581,2012,1/24/12,An act relating to reporting requirements of fuel suppliers under the home heating assistance program,,
H.582,2012,1/24/12,An act relating to the types of facilities for elderly or disabled citizens subject to Vermont's meals and room tax,,
H.591,2012,1/25/12,An act relating to APRN hospital staff privileges,,
H.594,2012,1/25/12,An act relating to creating an income tax return checkoff for contributions to help the victims of Tropical Storm Irene,,
H.593,2012,1/25/12,An act relating to jewelry stores serving malt or vinous beverages,,
H.592,2012,1/25/12,An act relating to powers of attorney,,
H.613,2012,1/26/12,An act relating to governance of the Community High School of Vermont,88,Education
H.605,2012,1/26/12,An act relating to a decrease in a school district's equalized pupil count because of Tropical Storm Irene,,
H.595,2012,1/26/12,An act relating to allowing 16-year-olds to donate blood,,
H.597,2012,1/26/12,An act relating to allowing a taxpayer to claim a renter rebate for a portion of a taxable year,,
H.598,2012,1/26/12,An act relating to an exemption from Vermont's meals tax for nonprofit institutions,,
H.612,2012,1/26/12,An act relating to authorizing arbitration for unit owners of condominiums and common interest communities,,
H.596,2012,1/26/12,An act relating to authorizing gravel removal by municipalities,,
S.250,2012,1/26/12,"An act relating to declaring state sales tax holidays on August 28, 2012, on weatherization products purchased between August 26 and September 1, 2012, and on mobile homes purchased between August 28, 2011 and June 30, 2012",,
H.602,2012,1/26/12,An act relating to eliminating required insurance coverage for prostate cancer screening,,
H.615,2012,1/26/12,An act relating to improving the oral health of Vermonters,,
H.601,2012,1/26/12,An act relating to insurance coverage for cancer screenings,,
H.599,2012,1/26/12,An act relating to license plates commemorating military valor awards,,
H.614,2012,1/26/12,An act relating to licensing procedures for older drivers,,
H.600,2012,1/26/12,An act relating to mandatory mediation in foreclosure proceedings,,
H.611,2012,1/26/12,An act relating to public records act exemptions,,
H.608,2012,1/26/12,An act relating to reporting lost or stolen prescription drugs,,
H.604,2012,1/26/12,An act relating to student athletes with suspected head injuries,,
H.606,2012,1/26/12,An act relating to the creation of an independent office of taxpayer appeals,,
H.609,2012,1/26/12,An act relating to the disparity between cocaine and crack cocaine,,
H.610,2012,1/26/12,An act relating to the sale of invasive plants,,
H.607,2012,1/26/12,An act relating to transferring an inmate to an out-of-state correctional facility,,
H.603,2012,1/26/12,An act relating to uniform prior authorization request forms,,
H.627,2012,1/27/12,An act relating to an opioid addiction treatment system,135,Health Care
H.616,2012,1/27/12,An act relating to a wholesale bait dealer's permit and a fee for use of nonbiodegradable containers,,
H.626,2012,1/27/12,An act relating to children of incarcerated fathers,,
H.625,2012,1/27/12,An act relating to establishing a social impact bonds study committee,,
H.617,2012,1/27/12,An act relating to licensed alcohol and drug abuse counselors as Medicaid participating providers,,
H.628,2012,1/27/12,An act relating to reorganizing and updating Title 33,,
H.618,2012,1/27/12,An act relating to sales by health care practitioners and gifts from dietary supplement manufacturers,,
H.620,2012,1/27/12,An act relating to school crossing guards,,
H.619,2012,1/27/12,An act relating to supporting manufacturing and industry,,
H.622,2012,1/27/12,An act relating to the labeling of roll-off dumpsters,,
H.624,2012,1/27/12,An act relating to the lending capacity of the Vermont economic development authority,,
H.621,2012,1/27/12,An act relating to the Richard W. Hube Jr. memorial bridge in Jamaica,,
H.623,2012,1/27/12,An act relating to vinous or malt beverage tastings,,
H.630,2012,1/30/12,An act relating to reforming Vermont's mental health system,79,Health Care
H.629,2012,1/30/12,An act relating to reapportioning the initial districts of the house of representatives,74,Government & Public Affairs
H.699,2012,1/31/12,An act relating to scrap metal processors,167,Environment
H.679,2012,1/31/12,An act relating to creating a uniform capacity tax for solar renewable energy plants,127,Energy
H.634,2012,1/31/12,An act relating to remedies for failure to pay municipal tickets,83,Civil & Criminal Justice
H.693,2012,1/31/12,An act relating to a statewide electric distribution cooperative,,
H.663,2012,1/31/12,An act relating to a veteran designation on motor vehicle licenses,,
H.708,2012,1/31/12,An act relating to abolishing adverse possession actions,,
H.704,2012,1/31/12,An act relating to allowing the netting of losses in the calculation of household income,,
H.687,2012,1/31/12,An act relating to alternative licensing of secondary teachers,,
H.711,2012,1/31/12,An act relating to animal investigators and sheltering livestock,,
H.656,2012,1/31/12,An act relating to automated external defibrillators in nursing homes,,
H.667,2012,1/31/12,An act relating to bicycle racks at state buildings,,
H.643,2012,1/31/12,An act relating to commercial building energy standards,,
H.652,2012,1/31/12,An act relating to community justice centers,,
H.669,2012,1/31/12,An act relating to confidentiality of applications for compensation to the victims' compensation board,,
H.646,2012,1/31/12,An act relating to consumer choices in health care,,
H.638,2012,1/31/12,An act relating to creating a study committee to examine how to encourage the development and construction of electric charging stations,,
H.653,2012,1/31/12,An act relating to criminal record checks and fingerprinting of employees of child care facilities and vulnerable adult facilities,,
H.645,2012,1/31/12,An act relating to cruelty to children,,
H.700,2012,1/31/12,An act relating to curbing the spread of invasive plant species,,
H.641,2012,1/31/12,An act relating to customer rights regarding smart meters,,
H.709,2012,1/31/12,An act relating to disclosure of information to the parents of a child suspected of abusing another child,,
H.648,2012,1/31/12,"An act relating to disposing of, or better utilizing, vacant state buildings and properties",,
H.654,2012,1/31/12,An act relating to disturbing a funeral service,,
H.695,2012,1/31/12,An act relating to dogs,,
H.642,2012,1/31/12,An act relating to electric residential service rates,,
H.712,2012,1/31/12,An act relating to emergency management,,
H.686,2012,1/31/12,An act relating to encouraging agreements among school districts and to the relative powers of school districts and supervisory unions,,
H.683,2012,1/31/12,An act relating to encumbrances on title and the marketability of leasehold conveyances and to the division of rents derived from glebe lands,,
H.676,2012,1/31/12,An act relating to environmental and land use permits,,
H.657,2012,1/31/12,An act relating to establishing an aggravated DUI offense,,
H.684,2012,1/31/12,An act relating to examining how to alter the education funding system and governance structures to ensure equal educational opportunities and improved outcomes for all children,,
H.707,2012,1/31/12,An act relating to execution of court judgments on personal property,,
H.649,2012,1/31/12,An act relating to failure to report the death or disappearance of a child,,
H.696,2012,1/31/12,An act relating to farmer eligibility for the Vermont health access plan,,
H.694,2012,1/31/12,An act relating to franchise agreements,,
H.698,2012,1/31/12,An act relating to guidelines for developing school budgets and to education costs and student performance,,
H.675,2012,1/31/12,An act relating to highly efficient wood biomass plants and the standard offer program for small renewable energy generation,,
H.631,2012,1/31/12,An act relating to insurance reimbursement for ambulance and EMS services,,
H.701,2012,1/31/12,An act relating to invasive plants on state grounds,,
H.635,2012,1/31/12,An act relating to limiting income sensitivity adjustments to the amount of property taxes owed,,
H.662,2012,1/31/12,An act relating to limiting legislative sessions,,
H.655,2012,1/31/12,An act relating to moose permits for veterans,,
H.647,2012,1/31/12,An act relating to operating a motor vehicle while under the influence of alcohol with a child in the vehicle,,
H.658,2012,1/31/12,An act relating to parental consent to mental health treatment of minors under age 18,,
H.674,2012,1/31/12,An act relating to pharmacy audits,,
H.661,2012,1/31/12,An act relating to portable electronics insurance,,
H.632,2012,1/31/12,An act relating to pretrial home detention,,
H.691,2012,1/31/12,An act relating to prohibiting collusion as an antitrust violation,,
H.702,2012,1/31/12,An act relating to prohibiting discrimination in government contracting,,
H.681,2012,1/31/12,An act relating to promoting small-scale dairies,,
H.640,2012,1/31/12,An act relating to promoting tourism and marketing,,
H.650,2012,1/31/12,An act relating to providing elementary school education,,
H.651,2012,1/31/12,An act relating to public funding of approved independent schools,,
H.689,2012,1/31/12,An act relating to reducing income sensitivity adjustments to homestead property taxes,,
H.666,2012,1/31/12,An act relating to reducing the cost shift,,
H.678,2012,1/31/12,An act relating to reducing the population of uninsured motorists in Vermont,,
H.706,2012,1/31/12,An act relating to reducing the sale of stolen property,,
H.633,2012,1/31/12,An act relating to referral to court diversion for driving with a suspended license,,
H.636,2012,1/31/12,An act relating to reimbursements for towns affected by a recent current use decision,,
H.703,2012,1/31/12,An act relating to reimbursing unified towns and gores for expenses incurred in conducting grievance hearings,,
H.682,2012,1/31/12,An act relating to requiring a standards-based performance assessment prior to graduation from secondary school,,
H.660,2012,1/31/12,An act relating to requiring the names of natural persons in campaign finance reports,,
H.668,2012,1/31/12,An act relating to secondary and postsecondary credit for advanced level coursework,,
H.664,2012,1/31/12,An act relating to secondary public and independent school choice,,
H.705,2012,1/31/12,An act relating to setting values for property tax grievances,,
H.659,2012,1/31/12,An act relating to state website auditing,,
H.673,2012,1/31/12,An act relating to surrogate decision-making,,
H.637,2012,1/31/12,An act relating to tax-exempt property owned by the Vermont Housing Finance Agency,,
H.697,2012,1/31/12,"An act relating to teacher quality, teacher assessments, and the state teachers' retirement system of Vermont",,
H.688,2012,1/31/12,An act relating to the assessment of new teachers,,
H.685,2012,1/31/12,An act relating to the mentoring of new teachers,,
H.665,2012,1/31/12,An act relating to the naturopathic formulary and advertising practices of naturopathic physicians,,
H.672,2012,1/31/12,An act relating to the purchase of prescription drugs,,
H.671,2012,1/31/12,An act relating to the recapture of home weatherization assistance program funds,,
H.692,2012,1/31/12,An act relating to the repeal of small school grants,,
H.680,2012,1/31/12,An act relating to the simplification of the statewide education property tax by reducing the property component of the tax and adding an income-based education tax,,
H.710,2012,1/31/12,An act relating to the standard for substantiation of child abuse or neglect,,
H.639,2012,1/31/12,An act relating to the taxation of online retailers,,
H.670,2012,1/31/12,An act relating to the types of facilities for elderly or disabled citizens subject to Vermont's meals and room tax,,
H.644,2012,1/31/12,An act relating to the use of fishing access areas,,
H.677,2012,1/31/12,An act relating to transparency in billing for electric power,,
H.690,2012,1/31/12,An act relating to tuition paid by a school district that designates a secondary school,,
H.747,2012,2/1/12,An act relating to cigarette manufacturers,166,Tobacco
H.730,2012,2/1/12,An act relating to miscellaneous consumer protection laws,136,?
H.737,2012,2/1/12,An act relating to a loan repayment program for health care providers and health care educators,,
H.713,2012,2/1/12,An act relating to a sales and use tax exemption for Vermont employers,,
H.741,2012,2/1/12,An act relating to a searchable database for campaign finance reports,,
H.725,2012,2/1/12,An act relating to Act 250 review in towns with plans and zoning bylaws,,
H.748,2012,2/1/12,An act relating to all-terrain vehicle registration and operation,,
H.740,2012,2/1/12,An act relating to campaign finance reports,,
H.717,2012,2/1/12,An act relating to criminal history record inquiries by an employer,,
H.735,2012,2/1/12,An act relating to discounted premium rates for nonsmokers or smokers participating in a tobacco cessation program,,
H.721,2012,2/1/12,"An act relating to electric industry management, oversight, and transparency",,
H.746,2012,2/1/12,An act relating to employment of cosmetologists,,
H.724,2012,2/1/12,An act relating to exempting solar generation on flat roofs from municipal bylaws,,
H.736,2012,2/1/12,An act relating to extending health insurance coverage for autism spectrum disorders,,
H.714,2012,2/1/12,An act relating to funding the state teachers' retirement system of Vermont,,
H.732,2012,2/1/12,An act relating to improving the efficiency and cost-effectiveness of state government,,
H.731,2012,2/1/12,An act relating to innocent purchaser exemption as applied to regional development corporations,,
H.734,2012,2/1/12,An act relating to inspection of amusement rides,,
H.742,2012,2/1/12,An act relating to persons permitted to apply for an early voter absentee ballot,,
H.738,2012,2/1/12,"An act relating to prescribing ephedrine, pseudoephedrine, or phenylpropanolamine products",,
H.750,2012,2/1/12,An act relating to prohibiting abortions in Green Mountain Care,,
H.723,2012,2/1/12,An act relating to public disclosure of federal grant conditions,,
H.739,2012,2/1/12,An act relating to reporting independent expenditures in elections,,
H.720,2012,2/1/12,An act relating to requiring a receipt for personal income taxes,,
H.726,2012,2/1/12,An act relating to restrooms in state buildings,,
H.743,2012,2/1/12,An act relating to retirement and retiree health benefit plans for state employees and teachers,,
H.716,2012,2/1/12,An act relating to the appraisal of nonrental residential property,,
H.718,2012,2/1/12,An act relating to the department of public service and the public service board,,
H.715,2012,2/1/12,An act relating to the elimination of the gap between Vermont's effective and marginal personal income tax rates,,
H.727,2012,2/1/12,An act relating to the expansion of Vermont's bottle bill,,
H.728,2012,2/1/12,An act relating to the humane treatment and slaughter of animals,,
H.722,2012,2/1/12,An act relating to the labeling of food produced with genetic engineering,,
H.733,2012,2/1/12,An act relating to the liability of owners of genetically engineered seed,,
H.744,2012,2/1/12,An act relating to the management of state government positions,,
H.729,2012,2/1/12,An act relating to the registration and operation of mini-trucks,,
H.745,2012,2/1/12,An act relating to the Vermont prescription monitoring system,,
H.719,2012,2/1/12,An act relating to the warranty obligations of suppliers and machinery dealerships,,
H.749,2012,2/1/12,An act relating to utility reconnection and change of account fees,,
H.751,2012,2/2/12,An act relating to jurisdiction of delinquency proceedings,159,Civil & Criminal Justice
H.752,2012,2/3/12,An act relating to permitting stormwater discharges in impaired watersheds,91,Environment
H.753,2012,2/3/12,An act relating to encouraging school districts and supervisory unions to provide services cooperatively or to consolidate governance structures,,
H.755,2012,2/7/12,An act relating to extending the deadline for adoption of certain health department rules,76,?
H.757,2012,2/7/12,An act relating to a temporary moratorium on the enforcement of the sales tax on prewritten software that is accessed remotely,,
H.754,2012,2/7/12,An act relating to the education property tax rate and base education amount for fiscal year 2013,,
H.756,2012,2/7/12,An act relating to the sales and use tax exemption for packaging equipment,,
H.758,2012,2/14/12,An act relating to divorce and dissolution proceedings,92,Civil & Criminal Justice
H.759,2012,2/15/12,An act relating to permitting the use of secure residential recovery facilities for continued involuntary treatment,160,Health Care
H.760,2012,2/17/12,An act relating to lowering to 16 the age of consent for blood donation,86,Health Care
H.761,2012,2/20/12,"An act relating to executive branch fees, including motor vehicle and fish and wildlife fees",128,?
H.762,2012,2/22/12,An act relating to workers' compensation and unemployment compensation,,
S.251,2012,2/24/12,An act relating to miscellaneous amendments to laws pertaining to motor vehicles,164,?
H.763,2012,3/1/12,An act relating to the billing and collection of the statewide education property tax by the department of taxes,,
H.765,2012,3/2/12,An act relating to the mental health needs of the corrections population,87,Health Care
H.764,2012,3/2/12,An act relating to health insurance brokers' fees,,
H.766,2012,3/13/12,An act relating to the rehabilitation of Vermont National Guard members and certain rights and responsibilities of guard members and their employers,149,?
H.767,2012,3/14/12,An act relating to student loan forgiveness,,
H.769,2012,3/15/12,An act relating to department of environmental conservation fees,161,Environment
H.770,2012,3/15/12,An act relating to the state's transportation program,153,Transportation
S.252,2012,3/15/12,An act relating to the repeal or revision of reporting requirements,139,?
H.768,2012,3/15/12,An act relating to ignition interlock restricted driver's licenses and civil suspensions,90,?
H.771,2012,3/16/12,An act relating to making technical corrections and other miscellaneous changes to education law,129,Education
H.772,2012,3/16/12,An act relating to allocation of federal rental subsidies,,
H.778,2012,3/20/12,An act relating to structured settlements and to prohibiting collusion as an antitrust violation,168,?
H.781,2012,3/20/12,An act relating to making appropriations for the support of government,162,Government & Public Affairs
H.780,2012,3/20/12,An act relating to compensation for certain state employees,130,Labor Issues
H.773,2012,3/20/12,An act relating to veterans' tax exemption,111,?
H.775,2012,3/20/12,An act relating to allowed interest rates for installment loans,,
H.776,2012,3/20/12,An act relating to encouraging flexible pathways leading to secondary school completion and career and college readiness,,
H.777,2012,3/20/12,An act relating to licensed midwives and certified nurse midwives,,
H.774,2012,3/20/12,"An act relating to meat inspection, delivery of liquid fuels, dairy operations, and animal foot baths",,
H.779,2012,3/20/12,An act relating to the water quality of state surface waters,,
H.782,2012,3/22/12,An act relating to miscellaneous tax changes for 2012,143,?
H.783,2012,3/22/12,An act relating to private highway-rail grade crossings,,
H.784,2012,3/23/12,An act relating to approval of the adoption and codification of the charter of the town of Williamstown,M-14,Government & Public Affairs
H.785,2012,3/23/12,An act relating to capital construction and state bonding budget adjustment,104,Government & Public Affairs
H.786,2012,3/28/12,An act relating to approval of amendments to the charter of the town of Windsor and to an amendment to the charter of the North Bennington graded school district,M-18,Government & Public Affairs
H.787,2012,3/29/12,An act relating to approval of amendments to the charter of the city of Montpelier,M-15,Government & Public Affairs
H.788,2012,4/3/12,An act relating to approval of amendments to the charter of the town of Richmond,M-17,Government & Public Affairs
H.789,2012,4/3/12,An act relating to reapportioning the final representative districts of the House of Representatives and the senatorial districts of the Senate,93,Government & Public Affairs
H.790,2012,4/5/12,An act relating to approval of amendments to the charter of the town of Hartford,M-16,Government & Public Affairs
H.791,2012,4/5/12,"An act relating to tax expenditures for nonprofits, charitable organizations, and miscellaneous tax expenditures, as presented in the tax expenditure budget for 2012",,
H.793,2012,4/12/12,An act relating to approval of amendments to the charter of the Winooski incorporated school district,M-13,Government & Public Affairs
H.792,2012,4/12/12,An act relating to approval of amendments to the charter of the city of Burlington,M-12,Government & Public Affairs
H.794,2012,4/17/12,An act relating to the management of search and rescue operations,,
H.795,2012,4/20/12,An act relating to a traffic light in the town of Ferrisburgh,,
H.2,2013,1/10/13,An act relating to the Governor's Snowmobile Council,19,Ski Industry
H.9,2013,1/10/13,An act relating to a statewide land use plan,,
H.7,2013,1/10/13,An act relating to authorizing arbitration for unit owners of condominiums and common interest communities,,
H.6,2013,1/10/13,An act relating to compensability of mental injuries under the workers' compensation statutes,,
H.12,2013,1/10/13,An act relating to coverage for complementary and alternative health care services,,
H.5,2013,1/10/13,An act relating to in-state residential facilities providing special education services,,
H.10,2013,1/10/13,An act relating to insurance coverage for hearing aids,,
H.11,2013,1/10/13,An act relating to military pension income tax exemption,,
H.3,2013,1/10/13,An act relating to notice requirements for potable water supply and wastewater system permits,,
H.8,2013,1/10/13,An act relating to recovery of expenses for emergency services on closed highways,,
H.4,2013,1/10/13,An act relating to reimbursement of Agency of Natural Resources costs,,
H.1,2013,1/10/13,An act relating to repealing the requirement that superior court clerks keep a separate book of judgments,,
S.18,2013,1/11/13,An act relating to automated license plate recognition systems,69,Transportation
S.4,2013,1/11/13,An act relating to health and schools,68,Health Care
S.20,2013,1/11/13,An act relating to increasing the statute of limitations for certain sex offenses against children,62,Civil & Criminal Justice
S.1,2013,1/11/13,"An act relating to studies on classification of criminal offenses, development of a cost-benefit model for assessing criminal and juvenile justice programs, and the role of administrative hearing officers",61,Civil & Criminal Justice
S.7,2013,1/11/13,An act relating to social networking privacy protection,47,Telecommunications
S.11,2013,1/11/13,An act relating to the Austine School,45,Education
S.14,2013,1/11/13,An act relating to payment of agency fees and collective bargaining service fees,37,Labor Issues
S.3,2013,1/11/13,An act relating to allowing participation in out-of-state contests requiring a fee to enter,9,?
S.2,2013,1/11/13,An act relating to sentence calculations,4,Civil & Criminal Justice
S.16,2013,1/11/13,An act relating to appointment to the Public Service Board,,
S.15,2013,1/11/13,An act relating to creation of the Public Service Oversight Committee,,
S.8,2013,1/11/13,An act relating to docking the tail of a bovine,,
S.9,2013,1/11/13,An act relating to establishing an Animal Abuse Registry,,
S.12,2013,1/11/13,An act relating to excluding retirement contributions by self-employed individuals from the definition of household income,,
S.17,2013,1/11/13,An act relating to filing campaign finance reports,,
S.6,2013,1/11/13,An act relating to freedom of expression for public school students,,
S.10,2013,1/11/13,An act relating to increasing the voting requirement for school budgets that exceed the maximum inflation amount,,
S.5,2013,1/11/13,An act relating to issuance of a fraudulent arrest warrant by the parole board,,
S.13,2013,1/11/13,An act relating to nonschool recreational use of public school property,,
S.19,2013,1/11/13,An act relating to prohibiting intentionally accessing child pornography through the Internet,,
S.28,2013,1/15/13,An act relating to gender-neutral nomenclature for the identification of parents on birth certificates,183,Civil & Criminal Justice
S.27,2013,1/15/13,An act relating to respectful language in the Vermont Statutes Annotated,96,?
S.25,2013,1/15/13,An act relating to public advocacy in utility matters,91,Energy
S.31,2013,1/15/13,An act relating to consideration of interests in revocable estate planning instruments when making a property settlement in a divorce proceeding,63,Real Estate
S.30,2013,1/15/13,An act relating to siting of electric generation plants,38,Energy
H.13,2013,1/15/13,An act relating to statutory revision,5,Civil & Criminal Justice
S.23,2013,1/15/13,An act relating to access to records in adult protective services investigations,,
S.24,2013,1/15/13,An act relating to adult protective services reporting requirements,,
H.21,2013,1/15/13,An act relating to applying for an early voter absentee ballot,,
S.29,2013,1/15/13,An act relating to authorizing industrial hemp licenses,,
H.16,2013,1/15/13,An act relating to criminal threatening,,
H.18,2013,1/15/13,An act relating to granting staff of the Departments of Corrections and for Children and Families ex officio status for notary public services,,
S.21,2013,1/15/13,An act relating to prohibiting commercial construction on certain state and conserved lands and to municipal approval of wind towers and turbines,,
S.33,2013,1/15/13,An act relating to prohibiting handheld use of portable electronic devices,,
S.26,2013,1/15/13,An act relating to providing state financial support for school meals for children of low-income households,,
H.17,2013,1/15/13,An act relating to raising the penalties for texting while driving,,
S.22,2013,1/15/13,An act relating to rental assistance,,
H.24,2013,1/15/13,An act relating to requiring the transfer of RBES and CBES certificates when property is conveyed,,
S.32,2013,1/15/13,An act relating to semiautomatic assault weapons and large capacity ammunition feeding devices,,
H.22,2013,1/15/13,An act relating to standardized ballots and vote tabulators,,
H.19,2013,1/15/13,An act relating to the Domestic and Sexual Violence Survivors' Transitional Employment Program,,
H.14,2013,1/15/13,An act relating to the law enforcement authority of liquor control investigators,,
H.23,2013,1/15/13,An act relating to the number of votes required for a write-in candidate to win a primary election,,
H.15,2013,1/15/13,An act relating to the reorganization of the mental health statutes,,
H.20,2013,1/15/13,An act relating to wage withholding orders for overdue rent,,
H.26,2013,1/16/13,An act relating to technical corrections,34,?
S.35,2013,1/16/13,An act relating to establishing and regulating licensed dental practitioners,,
H.25,2013,1/16/13,An act relating to health care professional transparency,,
S.36,2013,1/16/13,An act relating to paid parental leave,,
S.34,2013,1/16/13,An act relating to protecting employees from abuse at work,,
H.27,2013,1/17/13,An act relating to Act 250 and oil pipelines,,
H.32,2013,1/17/13,An act relating to establishing a uniform statewide standard for culvert replacement,,
H.30,2013,1/17/13,An act relating to extending the Juvenile Justice Study Committee for one year,,
H.29,2013,1/17/13,An act relating to parole eligibility and day-for-day credit,,
H.34,2013,1/17/13,An act relating to rail crossing projects in West Rutland,,
H.33,2013,1/17/13,An act relating to the acceptable management practices for timber harvesting,,
H.31,2013,1/17/13,An act relating to the use of colored lights by enforcement and emergency vehicles,,
H.28,2013,1/17/13,An act relating to transferring inmates to out-of-state correctional facilities,,
S.40,2013,1/18/13,An act relating to establishing an interim committee that will develop policies to restore the 1980 ratio of state funding to student tuition at Vermont State Colleges and to make higher education more affordable,148,?
S.37,2013,1/18/13,An act relating to tax increment financing districts,80,Government & Public Affairs
S.38,2013,1/18/13,An act relating to expanding eligibility for driving and identification privileges in Vermont,74,Civil & Criminal Justice
H.41,2013,1/18/13,An act relating to civil forfeiture of retirement payments to public officials convicted of certain crimes,2,Civil & Criminal Justice
H.47,2013,1/18/13,An act relating to fiscal year 2013 budget adjustment,1,Government & Public Affairs
H.42,2013,1/18/13,An act relating to allowing voters to register and vote on the day of an election,,
H.44,2013,1/18/13,"An act relating to an ""I Support Veterans"" license plate",,
H.35,2013,1/18/13,An act relating to establishing a no-fault compensation program for medical malpractice claims involving primary care physicians,,
H.46,2013,1/18/13,An act relating to illuminating vehicle lights while windshield wipers are in use,,
H.40,2013,1/18/13,An act relating to limited first class licenses,,
H.38,2013,1/18/13,An act relating to primary seat belt enforcement,,
H.45,2013,1/18/13,An act relating to prohibiting excessive and unusual motor vehicle noise,,
H.36,2013,1/18/13,An act relating to rental assistance,,
S.39,2013,1/18/13,An act relating to the adoption of local option taxes,,
H.43,2013,1/18/13,An act relating to the Commission on Fatherhood,,
H.39,2013,1/18/13,An act relating to the Public Service Board and the Department of Public Service,,
H.37,2013,1/18/13,An act relating to the State Reptile,,
S.41,2013,1/22/13,An act relating to water and sewer service,94,Environment
H.50,2013,1/22/13,"An act relating to the sale, transfer, or importation of pets",30,Environment
H.54,2013,1/22/13,An act relating to Public Records Act exemptions,23,Government & Public Affairs
S.47,2013,1/22/13,An act relating to protection orders and second degree domestic assault,17,Civil & Criminal Justice
H.51,2013,1/22/13,An act relating to payment of workers' compensation benefits by electronic payroll card,6,?
H.49,2013,1/22/13,An act relating to a veteran designation on motor vehicle licenses and nondriver identification cards,,
S.42,2013,1/22/13,An act relating to computer science education,,
S.46,2013,1/22/13,An act relating to expediting requests for ex parte emergency guardianship,,
